artifact_id,category,path,required,freshness_policy,exists,size_bytes,updated_at_china,age_hours,status,notes
v07_watcher_run_summary,results,results/v07_first_hand_watcher_run_summary.csv,no,stable,yes,482,2026-05-28 19:23:36,86.7305,pass,v0.7 first-hand watcher run summary.
v07_watcher_daily_report,results,results/v07_watcher_daily_report.md,no,stable,yes,2985,2026-05-28 19:23:36,86.7305,pass,Readable daily report for first-hand watcher alerts.
v07_watcher_tg_validation_summary,results,results/tg_drafts_v07_watcher_validation_summary.csv,no,stable,yes,100,2026-05-28 19:23:36,86.7305,pass,TG draft validation summary for watcher alerts.
v07_tg_live_monitor_summary,results,results/v07_tg_live_monitor_summary.csv,no,fresh_24h,yes,146,2026-05-28 12:39:56,93.4584,warning,Live TG watcher monitor runtime summary.
v08_tg_send_time_policy,data,config/tg_send_time_policy.csv,yes,stable,yes,621,2026-05-28 11:20:06,94.7888,pass,China-time flexible TG send timing policy.
v08_tg_digest_sent_state,data,data/tg_digest_sent_state.csv,no,stable,yes,383,2026-05-29 12:32:48,69.5773,pass,Sent-state dedupe for scheduled TG digests.
v08_cex_netflow_baseline_state,data,data/cex_netflow_baseline_state.csv,no,stable,yes,3870,2026-05-28 12:48:56,93.3084,pass,Rolling baseline samples for CEX netflow context.
v08_hyperliquid_position_state_history,data,data/hyperliquid_position_state_history.csv,no,stable,yes,70977,2026-05-29 12:18:12,69.8205,pass,Append-only Hyperliquid watched-position state history.
v081_raw_token_unlocks_template,data,data/raw_token_unlocks_template.csv,yes,stable,yes,569,2026-05-28 14:18:05,91.8225,pass,Template for raw token unlock CSV imports.
v081_token_unlock_column_mapping,data,data/token_unlock_column_mapping.json,yes,stable,yes,817,2026-05-28 14:18:14,91.8201,pass,Column alias mapping for token unlock CSV imports.
v081_token_unlock_calendar_imported,data,data/token_unlock_calendar_imported.csv,no,stable,yes,619,2026-05-28 14:18:50,91.81,pass,Non-destructive imported token unlock calendar preview.
v08_binance_long_short_snapshot,data,data/binance_long_short_snapshot.csv,no,fresh_24h,yes,5865,2026-05-29 12:32:37,69.5802,warning,Binance USD-M public long/short ratio snapshot.
v08_binance_long_short_summary,results,results/v08_binance_long_short_summary.csv,no,fresh_24h,yes,239,2026-05-29 12:32:37,69.5802,warning,Summary of Binance USD-M long/short ratio snapshot.
v08_tg_morning_digest,results,results/v08_tg_morning_digest.md,no,fresh_24h,yes,1258,2026-05-28 12:55:25,93.2003,warning,China-time morning TG intelligence digest.
v08_tg_morning_digest_summary,results,results/v08_tg_morning_digest_summary.csv,no,fresh_24h,yes,224,2026-05-28 12:55:25,93.2003,warning,Morning digest run summary.
v08_tg_noon_digest,results,results/v08_tg_noon_digest.md,no,fresh_24h,yes,1645,2026-05-28 12:55:44,93.1951,warning,China-time noon TG intelligence digest.
v08_tg_noon_digest_summary,results,results/v08_tg_noon_digest_summary.csv,no,fresh_24h,yes,221,2026-05-28 12:55:44,93.1951,warning,Noon digest run summary.
v08_tg_evening_digest,results,results/v08_tg_evening_digest.md,no,fresh_24h,yes,1346,2026-05-28 17:51:34,88.2645,warning,China-time evening TG intelligence digest.
v08_tg_evening_digest_summary,results,results/v08_tg_evening_digest_summary.csv,no,fresh_24h,yes,243,2026-05-28 17:51:34,88.2645,warning,Evening digest run summary.
backtest_readiness_summary,results,results/backtest_readiness_summary.csv,yes,fresh_24h,yes,195,2026-05-29 12:52:21,69.2514,fail,Conclusion-safety summary for current backtest outputs.
backtest_readiness_report,results,results/backtest_readiness_report.md,yes,fresh_24h,yes,2181,2026-05-29 12:52:21,69.2514,fail,Conclusion-safety report for current backtest outputs.
v06_other_review_reason_summary,results,results/v06_other_review_reason_summary.csv,no,stable,yes,196,2026-05-27 18:38:15,111.4863,pass,Summary of rule-based other_review split.
quality_gate_script,script,scripts/run_v06_quality_gate.py,yes,stable,yes,3600,2026-05-27 16:29:44,113.6284,pass,Full local quality gate.
project_os_validation_script,script,scripts/validate_project_os.py,yes,stable,yes,17347,2026-05-27 16:14:01,113.8903,pass,Project OS validator.
artifact_manifest_script,script,scripts/build_artifact_manifest.py,yes,stable,yes,57050,2026-05-29 12:24:57,69.7082,pass,Artifact manifest generator.
symbol_map_validation_script,script,scripts/validate_symbol_map.py,yes,stable,yes,4813,2026-05-27 16:22:14,113.7534,pass,Optional public Binance symbol map validator.
v06_low_risk_preview_backtest_script,script,scripts/run_v06_clean_low_risk_preview_backtest.py,yes,stable,yes,4838,2026-05-27 16:26:56,113.675,pass,Optional low-risk preview sanity-check backtest runner.
tg_draft_generator_script,script,scripts/generate_tg_drafts.py,yes,stable,yes,19419,2026-05-27 18:42:47,111.4108,pass,Local TG-style draft generator; never sends messages.
tg_draft_feedback_summary_script,script,scripts/summarize_tg_draft_feedback.py,yes,stable,yes,4122,2026-05-27 16:42:14,113.4201,pass,Local TG draft feedback summarizer.
tg_draft_ai_review_script,script,scripts/ai_review_tg_drafts.py,yes,stable,yes,8963,2026-05-27 16:58:31,113.1485,pass,OpenRouter/Claude AI reviewer for local TG drafts.
tg_draft_prefilter_script,script,scripts/prefilter_tg_draft_candidates.py,yes,stable,yes,6817,2026-05-27 17:16:35,112.8476,pass,Local pre-Claude TG candidate prefilter.
tg_approved_pool_script,script,scripts/build_approved_tg_draft_pool.py,yes,stable,yes,3487,2026-05-27 17:10:14,112.9533,pass,Approved-only local TG draft pool builder.
tg_draft_validation_script,script,scripts/validate_tg_drafts.py,yes,stable,yes,5553,2026-05-28 12:35:06,93.539,pass,Local TG draft safety validator.
tg_draft_review_packet_script,script,scripts/prepare_tg_draft_review_packet.py,yes,stable,yes,3573,2026-05-27 16:54:22,113.2178,pass,Compact local TG draft review packet builder.
tg_draft_review_packet_apply_script,script,scripts/apply_tg_draft_review_packet.py,yes,stable,yes,3628,2026-05-27 16:55:51,113.1931,pass,Apply compact TG draft review packet back to the main draft queue.
other_review_reason_script,script,scripts/classify_other_review_reasons.py,yes,stable,yes,7903,2026-05-27 16:53:51,113.2265,pass,Rule-based other_review reason splitter.
daily_private_pilot_runner,script,scripts/run_daily_private_pilot.py,yes,stable,yes,7866,2026-05-27 17:13:17,112.9024,pass,One-command local private-pilot workflow runner.
daily_private_pilot_report_script,script,scripts/build_daily_private_pilot_report.py,yes,stable,yes,9795,2026-05-27 17:10:49,112.9436,pass,One-page local private-pilot report builder.
tg_draft_rule_improvement_script,script,scripts/build_tg_draft_rule_improvement_report.py,yes,stable,yes,6912,2026-05-27 17:02:44,113.0783,pass,Convert AI draft rejects into rule-improvement candidates.
backtest_readiness_script,script,scripts/build_backtest_readiness_report.py,yes,stable,yes,11040,2026-05-27 16:32:32,113.5817,pass,Backtest conclusion-safety report builder.
v07_watchlist_validation_script,script,scripts/validate_v07_watchlists.py,yes,stable,yes,8659,2026-05-27 18:48:09,111.3213,pass,v0.7 watchlist validator.
v07_first_hand_watcher_runner,script,scripts/run_v07_first_hand_watchers.py,yes,stable,yes,13992,2026-05-28 14:45:16,91.3696,pass,v0.7 first-hand watcher runner.
v07_eth_address_watcher,script,scripts/watch_eth_address_transfers.py,yes,stable,yes,12696,2026-05-27 17:53:35,112.2309,pass,Ethereum watched address transfer watcher.
v07_stablecoin_watcher,script,scripts/watch_stablecoin_mint_burn.py,yes,stable,yes,9676,2026-05-27 17:53:07,112.2386,pass,Stablecoin mint/burn watcher.
v07_hyperliquid_position_watcher,script,scripts/watch_hyperliquid_positions.py,yes,stable,yes,20554,2026-05-28 14:44:33,91.3813,pass,Hyperliquid watched account perp-position watcher.
v07_watcher_normalizer,script,scripts/normalize_watcher_alerts_to_events.py,yes,stable,yes,11959,2026-05-28 12:29:17,93.6358,pass,Watcher alert to event normalizer.
v07_watcher_tg_draft_generator,script,scripts/generate_watcher_tg_drafts.py,yes,stable,yes,28176,2026-05-28 15:44:35,90.3808,pass,Watcher TG draft preview generator.
v07_tg_live_monitor,script,scripts/run_v07_tg_live_monitor.py,yes,stable,yes,32242,2026-05-28 14:49:08,91.3049,pass,Continuous watcher-to-TG live monitor with dedupe.
v07_tg_live_monitor_stop,script,scripts/stop_v07_tg_live_monitor.ps1,yes,stable,yes,655,2026-05-27 19:02:20,111.085,pass,Stop helper for continuous watcher-to-TG live monitor.
v08_binance_long_short_watcher,script,scripts/watch_binance_long_short_ratios.py,yes,stable,yes,8016,2026-05-28 11:28:21,94.6514,pass,Binance USD-M public long/short ratio snapshot fetcher.
v08_tg_morning_digest_builder,script,scripts/build_tg_morning_digest.py,yes,stable,yes,42961,2026-05-29 12:31:43,69.5952,pass,Morning TG digest builder and optional sender.
v08_tg_sent_state_metadata_enrichment,script,scripts/enrich_tg_sent_state_metadata.py,yes,stable,yes,4273,2026-05-28 11:51:18,94.2689,pass,TG sent-state metadata backfill helper.
v08_tg_source_usefulness_report,script,scripts/build_tg_source_usefulness_report.py,yes,stable,yes,11777,2026-05-28 12:13:08,93.905,pass,TG source usefulness report builder.
v08_tg_quality_loop,script,scripts/run_tg_quality_loop.py,yes,stable,yes,3381,2026-05-28 12:13:18,93.9022,pass,One-command TG quality loop runner.
v08_historical_replay_sample_builder,script,scripts/build_historical_signal_replay_sample.py,yes,stable,yes,6120,2026-05-28 19:55:56,86.1917,pass,Historical signal replay sample builder.
v08_historical_replay_runner,script,scripts/run_v08_historical_signal_replay.py,yes,stable,yes,5039,2026-05-28 18:50:17,87.2858,pass,Historical signal replay pipeline runner.
v08_historical_replay_summarizer,script,scripts/summarize_historical_signal_replay.py,yes,stable,yes,10145,2026-05-28 12:18:46,93.811,pass,Historical signal replay findings summarizer.
v081_historical_source_usefulness_builder,script,scripts/build_historical_source_usefulness_from_backtest.py,yes,stable,yes,10255,2026-05-28 14:06:02,92.0234,pass,Build historical source/event usefulness metrics from backtest rows.
v081_source_readiness_builder,script,scripts/build_v08_source_readiness_report.py,yes,stable,yes,10356,2026-05-28 14:09:20,91.9683,pass,Build source-readiness report for first-hand expansion issues.
v081_token_unlock_calendar_quality,script,scripts/build_token_unlock_calendar_quality_report.py,yes,stable,yes,8102,2026-05-28 14:32:27,91.5831,pass,Validate local token unlock calendar readiness.
v081_token_unlock_importer,script,scripts/import_raw_token_unlocks_to_calendar.py,yes,stable,yes,9597,2026-05-28 14:18:43,91.8119,pass,Normalize raw token unlock CSV exports into calendar schema.
v081_cex_netflow_baseline_report,script,scripts/build_cex_netflow_baseline_report.py,yes,stable,yes,6102,2026-05-28 14:14:04,91.8893,pass,Summarize CEX netflow rolling baseline readiness.
v081_hyperliquid_state_history_report,script,scripts/build_hyperliquid_state_history_report.py,yes,stable,yes,6943,2026-05-28 14:14:25,91.8836,pass,Summarize Hyperliquid state history readiness.
v081_source_quality_runner,script,scripts/run_v081_source_quality_reports.py,yes,stable,yes,4236,2026-05-28 14:33:43,91.5618,pass,Run all v0.8.1 source quality reports.
v08_tg_sent_state_metadata_enrichment_summary,result,results/v08_tg_sent_state_metadata_enrichment_summary.csv,yes,stable,yes,191,2026-05-28 13:27:53,92.6591,pass,TG sent-state metadata enrichment summary.
v08_tg_source_usefulness_report,result,results/v08_tg_source_usefulness_report.md,yes,stable,yes,1117,2026-05-28 13:28:41,92.6458,pass,TG source usefulness markdown report.
v08_tg_source_usefulness_summary,result,results/v08_tg_source_usefulness_summary.csv,yes,stable,yes,319,2026-05-28 13:28:41,92.6458,pass,TG source usefulness summary.
v08_tg_source_usefulness_by_source,result,results/v08_tg_source_usefulness_by_source.csv,yes,stable,yes,527,2026-05-28 13:28:41,92.6458,pass,TG source usefulness by-source metrics.
v08_tg_quality_loop_summary,result,results/v08_tg_quality_loop_summary.csv,yes,stable,yes,772,2026-05-28 13:28:41,92.6458,pass,TG quality loop run summary.
v08_historical_replay_broad_200_events,data,data/events_v08_historical_replay_broad_200.csv,yes,stable,yes,437354,2026-05-28 12:00:47,94.1108,pass,Broad historical replay event sample.
v08_historical_replay_conservative_120_events,data,data/events_v08_historical_replay_conservative_120.csv,yes,stable,yes,145420,2026-05-28 14:07:43,91.9953,pass,Conservative historical replay event sample.
v08_historical_replay_non_btc_single_asset_200_events,data,data/events_v08_historical_replay_non_btc_single_asset_200.csv,yes,stable,yes,2430,2026-05-28 12:15:29,93.8658,pass,Non-BTC single-asset historical replay event sample.
v08_historical_replay_broad_200_backfill,result,results/v08_historical_replay_broad_200_price_backfill.csv,yes,stable,yes,736756,2026-05-28 12:03:46,94.0611,pass,Broad historical replay price backfill.
v08_historical_replay_broad_200_findings,result,results/v08_historical_replay_broad_200_findings.md,yes,stable,yes,8089,2026-05-28 12:18:53,93.8092,pass,Broad historical replay findings.
v08_historical_replay_conservative_120_backfill,result,results/v08_historical_replay_conservative_120_price_backfill.csv,yes,stable,yes,325746,2026-05-28 14:08:09,91.9881,pass,Conservative historical replay price backfill.
v08_historical_replay_conservative_120_findings,result,results/v08_historical_replay_conservative_120_findings.md,yes,stable,yes,7578,2026-05-28 14:08:11,91.9876,pass,Conservative historical replay findings.
v08_historical_replay_non_btc_single_asset_200_backfill,result,results/v08_historical_replay_non_btc_single_asset_200_price_backfill.csv,yes,stable,yes,5711,2026-05-28 12:15:30,93.8656,pass,Non-BTC single-asset historical replay price backfill.
v08_historical_replay_non_btc_single_asset_200_findings,result,results/v08_historical_replay_non_btc_single_asset_200_findings.md,yes,stable,yes,2289,2026-05-28 12:18:56,93.8083,pass,Non-BTC single-asset historical replay findings.
v081_historical_source_usefulness_report,result,results/v081_historical_source_usefulness_report.md,yes,stable,yes,2085,2026-05-28 14:33:57,91.5581,pass,Historical source usefulness report from v081 replay data.
v081_source_readiness_report,result,results/v081_source_readiness_report.md,yes,stable,yes,2328,2026-05-28 14:33:57,91.558,pass,"Source readiness report for token unlock, CEX listings, netflow, Hyperliquid, and usefulness."
v081_token_unlock_calendar_quality_report,result,results/v081_token_unlock_calendar_quality_report.md,yes,stable,yes,771,2026-05-28 14:15:00,91.8739,pass,Token unlock calendar quality/readiness report.
v081_token_unlock_import_report,result,results/v081_token_unlock_import_report.md,yes,stable,yes,913,2026-05-28 14:18:50,91.81,pass,Token unlock import preview report.
v081_cex_netflow_baseline_report,result,results/v081_cex_netflow_baseline_report.md,yes,stable,yes,1260,2026-05-28 22:24:32,83.7149,pass,CEX netflow baseline readiness report.
v081_hyperliquid_state_history_report,result,results/v081_hyperliquid_state_history_report.md,yes,stable,yes,1171,2026-05-28 14:33:57,91.5581,pass,Hyperliquid state history readiness report.
source_registry,data,data/source_registry.csv,yes,stable,yes,3638,2026-05-28 18:19:24,87.8005,pass,"Canonical registry of local intelligence sources, routes, shadow status, and evaluation status."
shadow_events_raw,data,data/shadow_events_raw.csv,no,fresh_24h,yes,1539,2026-05-28 19:24:40,86.7127,warning,Shadow-mode events captured for evaluation before live routing.
tg_evidence_snippets,data,data/tg_evidence_snippets.csv,no,fresh_24h,yes,960,2026-05-28 22:19:49,83.7935,warning,Evidence snippets generated from backtest/source effectiveness for TG copy.
source_registry_report,result,results/source_registry_report.md,yes,fresh_24h,yes,1715,2026-05-28 19:24:39,86.7131,fail,Source registry coverage and consistency report.
source_effectiveness_report,result,results/source_effectiveness_report.md,yes,fresh_24h,yes,2198,2026-05-28 19:24:39,86.7131,fail,Source-level outcome effectiveness report.
event_type_performance_matrix,result,results/event_type_performance_matrix.md,yes,fresh_24h,yes,4555,2026-05-28 19:24:39,86.713,fail,Event type/source subtype performance matrix from live and historical outcomes.
event_type_performance_matrix_non_benchmark_alt,result,results/event_type_performance_matrix_non_benchmark_alt.md,yes,fresh_24h,yes,5002,2026-05-28 19:24:39,86.713,fail,Non-BTC/ETH non-macro alt event performance matrix.
signal_decay_curve,result,results/signal_decay_curve.md,yes,fresh_24h,yes,4301,2026-05-28 19:24:39,86.713,fail,Signal horizon decay curve from live and historical outcomes.
false_positive_analysis,result,results/false_positive_analysis.md,yes,fresh_24h,yes,842,2026-05-28 19:24:39,86.713,fail,False-positive/noise analysis for live TG alert outcomes and radar decisions.
v11_signal_policy,data,data/tg_signal_policy_v11.csv,yes,fresh_24h,yes,12443,2026-05-28 19:24:40,86.7128,fail,v11 machine-readable TG routing policy from historical matrix and false-positive analysis.
v11_signal_policy_report,result,results/v11_signal_policy_report.md,yes,fresh_24h,yes,5855,2026-05-28 19:24:40,86.7128,fail,Readable v11 TG routing policy report.
