record_type,record_id,title,raw_published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time_basis,backtest_time_utc,backtest_time_china,price_target_utc,price_target_china,price_kline_time_utc,price_kline_time_china,price_time_lag_seconds,time_audit_status,time_audit_flags
candidate,cand_00022,日韩料将就原油联合储备达成协议 加强能源安全合作,2026-05-19T01:59:59Z,2026-05-19T01:59:59Z,2026-05-19 09:59:59 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:59:59Z,2026-05-19 09:59:59 UTC+8,,,,,,pass,
candidate,cand_00023,比特币ETF总净流出达6.49亿美元，创2026年第三大流出,2026-05-19T01:59:51Z,2026-05-19T01:59:51Z,2026-05-19 09:59:51 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:59:51Z,2026-05-19 09:59:51 UTC+8,,,,,,pass,
candidate,cand_00024,黑石比特币ETF单日净流出5847枚BTC，创2026年第二大流出,2026-05-19T01:58:27Z,2026-05-19T01:58:27Z,2026-05-19 09:58:27 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:58:27Z,2026-05-19 09:58:27 UTC+8,,,,,,pass,
candidate,cand_00025,"燕子回来了！💪

「先定 10 个大目标」老哥晒图展示其 $BTC 空单已浮盈 1222.5 万美元，但具体仓位和开仓点位并未露出

05.06 时他止损 BTC 空单最大亏损约 286.7 万美元，这下一把子都回来了",2026-05-19T01:57:11Z,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:57:11Z,2026-05-19 09:57:11 UTC+8,,,,,,pass,
candidate,cand_00026,据 Reuters 调查报道，数据分析显示，自 2023 年以来，受制裁影响的伊朗最大加密交易所 Nobitex 已通过 Tron 和 BNB Chain 网络处理了至少 23 亿美元。报道指出，这两个区块链的创始人孙宇晨与赵长鹏均为特朗普,2026-05-19T01:55:05Z,2026-05-19T01:55:05Z,2026-05-19 09:55:05 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:55:05Z,2026-05-19 09:55:05 UTC+8,,,,,,pass,
candidate,cand_00027,美官员否认美国同意谈判期间暂时豁免对伊朗石油制裁,2026-05-19T01:50:26Z,2026-05-19T01:50:26Z,2026-05-19 09:50:26 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:50:26Z,2026-05-19 09:50:26 UTC+8,,,,,,pass,
candidate,cand_00028,". $HYPE TOP1 和 TOP2 头寸互为对手方，六千多万刀的头寸，总有一个要投降🙌

🔴Loracle：5x 做空 144 万枚 HYPE，价值 6843 万美元，入场价格 $42.55，目前浮亏 700.4 万美元
https:/",2026-05-19T01:50:06Z,2026-05-19T01:50:06Z,2026-05-19 09:50:06 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:50:06Z,2026-05-19 09:50:06 UTC+8,,,,,,pass,
candidate,cand_00029,Defillama：Hyperliquid仍维持链上永续合约市场领先地位,2026-05-19T01:49:23Z,2026-05-19T01:49:23Z,2026-05-19 09:49:23 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:49:23Z,2026-05-19 09:49:23 UTC+8,,,,,,pass,
candidate,cand_00030,纳斯达克上市绿色数据中心开发商 Soluna (SLNH) 发布 2026 年第一季度财报。数据显示，公司 Q1 营收达 940 万美元，同比增长 58%，实现连续四个季度的环比增长；受股权薪酬及融资成本上升影响，Q1 净亏损为 1790,2026-05-19T01:44:19Z,2026-05-19T01:44:19Z,2026-05-19 09:44:19 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:44:19Z,2026-05-19 09:44:19 UTC+8,,,,,,pass,
candidate,cand_00031,戴尔AI业务加速扩张 “AI工厂”客户数量新增1000家,2026-05-19T01:43:51Z,2026-05-19T01:43:51Z,2026-05-19 09:43:51 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:43:51Z,2026-05-19 09:43:51 UTC+8,,,,,,pass,
candidate,cand_00032,"🇺🇸 NEW: Kevin Warsh is set to be sworn in as the new Fed Chair on Friday, replacing Jerome Powell. https://t.co/wiRphenQ",2026-05-19T01:40:16Z,2026-05-19T01:40:16Z,2026-05-19 09:40:16 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:40:16Z,2026-05-19 09:40:16 UTC+8,,,,,,pass,
candidate,cand_00033,美财长宣布再次延长俄海运石油制裁豁免,2026-05-19T01:39:47Z,2026-05-19T01:39:47Z,2026-05-19 09:39:47 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:39:47Z,2026-05-19 09:39:47 UTC+8,,,,,,pass,
candidate,cand_00034,"I am sitting down with @DivesTech tomorrow.

What questions do you have for him?",2026-05-19T01:35:07Z,2026-05-19T01:35:07Z,2026-05-19 09:35:07 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:35:07Z,2026-05-19 09:35:07 UTC+8,,,,,,pass,
candidate,cand_00035,JUST IN: New York Gov. Kathy Hochul announces a deal has been reached to resolve the Long Island Rail Road strike.,2026-05-19T01:34:00Z,2026-05-19T01:34:00Z,2026-05-19 09:34:00 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:34:00Z,2026-05-19 09:34:00 UTC+8,,,,,,pass,
candidate,cand_00036,谷歌与黑石成立新AI云公司，投资50亿美元,2026-05-19T01:33:21Z,2026-05-19T01:33:21Z,2026-05-19 09:33:21 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:33:21Z,2026-05-19 09:33:21 UTC+8,,,,,,pass,
candidate,cand_00037,法官驳回埃隆·马斯克对OpenAI及其CEO奥尔特曼的诉讼,2026-05-19T01:33:01Z,2026-05-19T01:33:01Z,2026-05-19 09:33:01 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:33:01Z,2026-05-19 09:33:01 UTC+8,,,,,,pass,
candidate,cand_00038,星球早讯,2026-05-19T01:30:00Z,2026-05-19T01:30:00Z,2026-05-19 09:30:00 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-19T01:30:00Z,2026-05-19 09:30:00 UTC+8,,,,,,pass,
candidate,cand_00039,伊朗方面称有权对霍尔木兹海峡海底光缆收“管理费”,2026-05-19T01:27:40Z,2026-05-19T01:27:40Z,2026-05-19 09:27:40 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:27:40Z,2026-05-19 09:27:40 UTC+8,,,,,,pass,
candidate,cand_00040,黎巴嫩真主党：于当地时间星期一14:15在西部空域用地对空导弹击落了一架以色列战机,2026-05-19T01:26:38Z,2026-05-19T01:26:38Z,2026-05-19 09:26:38 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:26:38Z,2026-05-19 09:26:38 UTC+8,,,,,,pass,
candidate,cand_00041,"近三天囤积的 ETH 数量增长至 6627.79 枚，价值 1427.6 万美元😆

「曾在 2016 年以均价 $3.45 建仓 11004 枚 $ETH 并获利 3038 万美金的聪明钱」10 小时前再次于链上买入 1344.18 枚",2026-05-19T01:26:17Z,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:26:17Z,2026-05-19 09:26:17 UTC+8,,,,,,pass,
candidate,cand_00042,英国石油公司惠廷炼油厂：连续表态（共 2 条）,2026-05-19T01:26:05Z,2026-05-19T01:26:05Z,2026-05-19 09:26:05 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:26:05Z,2026-05-19 09:26:05 UTC+8,,,,,,pass,
candidate,cand_00043,英国石油公司惠廷炼油厂：今天我们回到谈判桌，准备与美国钢铁工人联合会（USW）第7-1地方分会继续进行善意谈判,2026-05-19T01:24:30Z,2026-05-19T01:24:30Z,2026-05-19 09:24:30 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:24:30Z,2026-05-19 09:24:30 UTC+8,,,,,,pass,
candidate,cand_00044,谷歌与黑石成立新AI云公司，获得50亿美元投资,2026-05-19T01:22:15Z,2026-05-19T01:22:15Z,2026-05-19 09:22:15 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:22:15Z,2026-05-19 09:22:15 UTC+8,,,,,,pass,
candidate,cand_00045,美联储在固定利率逆回购操作中总计接纳了21个对手方的71.93亿美元,2026-05-19T01:21:43Z,2026-05-19T01:21:43Z,2026-05-19 09:21:43 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:21:43Z,2026-05-19 09:21:43 UTC+8,,,,,,pass,
candidate,cand_00046,"Bitcoin, SpaceX, Palantir. Three assets. One war.

Palantir is building the infrastructure that makes states more powerf",2026-05-19T01:20:13Z,2026-05-19T01:20:13Z,2026-05-19 09:20:13 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:20:13Z,2026-05-19 09:20:13 UTC+8,,,,,,pass,
candidate,cand_00047,Lookonchain：过去4天内发生3起重大黑客攻击事件,2026-05-19T01:19:01Z,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,,,,,,pass,
candidate,cand_00048,链上鲸鱼0x152e在ETH、BTC和DOGE上开多单,2026-05-19T01:18:51Z,2026-05-19T01:18:51Z,2026-05-19 09:18:51 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:18:51Z,2026-05-19 09:18:51 UTC+8,,,,,,pass,
candidate,cand_00049,韩国FUI计划收紧加密货币监管，拟对大额交易实施申报义务,2026-05-19T01:17:47Z,2026-05-19T01:17:47Z,2026-05-19 09:17:47 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:17:47Z,2026-05-19 09:17:47 UTC+8,,,,,,pass,
candidate,cand_00050,美媒：白宫认为伊朗最新提案无实质性改进 考虑重启军事行动,2026-05-19T01:16:42Z,2026-05-19T01:16:42Z,2026-05-19 09:16:42 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:16:42Z,2026-05-19 09:16:42 UTC+8,,,,,,pass,
candidate,cand_00051,Android上线实时语音！开源智能体OpenClaw发新版，全面解锁GPT-5,2026-05-19T01:16:38Z,2026-05-19T01:16:38Z,2026-05-19 09:16:38 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-19T01:16:38Z,2026-05-19 09:16:38 UTC+8,,,,,,pass,
candidate,cand_00052,日本财务大臣片山皋月：连续表态（共 3 条）,2026-05-19T01:15:15Z,2026-05-19T01:15:15Z,2026-05-19 09:15:15 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:15:15Z,2026-05-19 09:15:15 UTC+8,,,,,,pass,
candidate,cand_00053,Bitcoin Whales Defy $77K Drop as Large Wallets Surge 11%,2026-05-19T01:11:27Z,2026-05-19T01:11:27Z,2026-05-19 09:11:27 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-19T01:11:27Z,2026-05-19 09:11:27 UTC+8,,,,,,pass,
candidate,cand_00054,美国中央司令部：继续严格执行对伊朗港口的封锁,2026-05-19T01:10:59Z,2026-05-19T01:10:59Z,2026-05-19 09:10:59 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:10:59Z,2026-05-19 09:10:59 UTC+8,,,,,,pass,
candidate,cand_00055,戴尔：连续表态（共 2 条）,2026-05-19T01:09:58Z,2026-05-19T01:09:58Z,2026-05-19 09:09:58 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:09:58Z,2026-05-19 09:09:58 UTC+8,,,,,,pass,
candidate,cand_00056,戴尔：连续表态（共 4 条）,2026-05-19T01:09:46Z,2026-05-19T01:09:46Z,2026-05-19 09:09:46 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:09:46Z,2026-05-19 09:09:46 UTC+8,,,,,,pass,
candidate,cand_00057,"🚨 NEW POLYMARKET: Brand Risk Promotions 14: Johnny Manziel vs. Bob Menery

https://t.co/s4bRripkd4",2026-05-19T01:08:12Z,2026-05-19T01:08:12Z,2026-05-19 09:08:12 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:08:12Z,2026-05-19 09:08:12 UTC+8,,,,,,pass,
candidate,cand_00058,特朗普强硬表态：拒绝对伊朗做出任何让步 暗示行动将至,2026-05-19T01:05:40Z,2026-05-19T01:05:40Z,2026-05-19 09:05:40 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:05:40Z,2026-05-19 09:05:40 UTC+8,,,,,,pass,
candidate,cand_00059,据纽约邮报：美国总统特朗普称，不会对伊朗做出让步,2026-05-19T01:03:15Z,2026-05-19T01:03:15Z,2026-05-19 09:03:15 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:03:15Z,2026-05-19 09:03:15 UTC+8,,,,,,pass,
candidate,cand_00060,戴尔：谷歌与戴尔合作，在戴尔PowerEdge XE9780服务器上通过谷歌分布式云推出Gemini 3闪存模型,2026-05-19T01:02:15Z,2026-05-19T01:02:15Z,2026-05-19 09:02:15 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:02:15Z,2026-05-19 09:02:15 UTC+8,,,,,,pass,
candidate,cand_00061,据纽约邮报：美国总统特朗普表示，伊朗知道即将要发生什么,2026-05-19T01:01:57Z,2026-05-19T01:01:57Z,2026-05-19 09:01:57 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:01:57Z,2026-05-19 09:01:57 UTC+8,,,,,,pass,
candidate,cand_00062,戴尔宣布与英伟达合作，推出一系列戴尔人工智能工厂的重大进展,2026-05-19T01:01:08Z,2026-05-19T01:01:08Z,2026-05-19 09:01:08 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:01:08Z,2026-05-19 09:01:08 UTC+8,,,,,,pass,
candidate,cand_00063,土耳其外长：美伊应通过谈判化解分歧,2026-05-19T01:00:43Z,2026-05-19T01:00:43Z,2026-05-19 09:00:43 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T01:00:43Z,2026-05-19 09:00:43 UTC+8,,,,,,pass,
candidate,cand_00064,"🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) manag",2026-05-19T01:00:20Z,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,,,,,,pass,
candidate,cand_00065,黄金白银小幅反弹，加密波动率下降，BVIX日内跌幅0.54%,2026-05-19T01:00:03Z,2026-05-19T01:00:03Z,2026-05-19 09:00:03 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-19T01:00:03Z,2026-05-19 09:00:03 UTC+8,,,,,,pass,
candidate,cand_00066,沃什周五将宣誓就任美联储主席 宣誓仪式由特朗普主持,2026-05-19T00:57:43Z,2026-05-19T00:57:43Z,2026-05-19 08:57:43 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:57:43Z,2026-05-19 08:57:43 UTC+8,,,,,,pass,
candidate,cand_00067,白宫官员：美国总统特朗普将于周五举行美联储主席提名人沃什的宣誓就职仪式,2026-05-19T00:53:24Z,2026-05-19T00:53:24Z,2026-05-19 08:53:24 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:53:24Z,2026-05-19 08:53:24 UTC+8,,,,,,pass,
candidate,cand_00068,"市场消息：戴尔在本季度出售了1,000台搭载英伟达芯片的人工智能服务器",2026-05-19T00:51:56Z,2026-05-19T00:51:56Z,2026-05-19 08:51:56 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:51:56Z,2026-05-19 08:51:56 UTC+8,,,,,,pass,
candidate,cand_00069,Worldcoin团队向Coinbase充值1318万枚WLD,2026-05-19T00:47:28Z,2026-05-19T00:47:28Z,2026-05-19 08:47:28 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:47:28Z,2026-05-19 08:47:28 UTC+8,,,,,,pass,
candidate,cand_00070,余烬监测：ondo项目方多签钱包向Coinbase转入超3.28亿枚ondo,2026-05-19T00:46:14Z,2026-05-19T00:46:14Z,2026-05-19 08:46:14 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:46:14Z,2026-05-19 08:46:14 UTC+8,,,,,,pass,
candidate,cand_00071,"JUST IN: 6-year-old boy discovers 1,300-year-old pre-Viking sword while on a school field trip in Norway.",2026-05-19T00:45:36Z,2026-05-19T00:45:36Z,2026-05-19 08:45:36 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:45:36Z,2026-05-19 08:45:36 UTC+8,,,,,,pass,
candidate,cand_00072,据福克斯商业：美联储主席提名人沃什将于周五在白宫宣誓就职，宣誓仪式将由特朗普主持,2026-05-19T00:44:12Z,2026-05-19T00:44:12Z,2026-05-19 08:44:12 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:44:12Z,2026-05-19 08:44:12 UTC+8,,,,,,pass,
candidate,cand_00073,俄罗斯国家杜马审议数字货币监控法案,2026-05-19T00:43:49Z,2026-05-19T00:43:49Z,2026-05-19 08:43:49 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:43:49Z,2026-05-19 08:43:49 UTC+8,,,,,,pass,
candidate,cand_00074,Santiment：持有至少100 BTC的钱包数量增至20229,2026-05-19T00:40:15Z,2026-05-19T00:40:15Z,2026-05-19 08:40:15 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:40:15Z,2026-05-19 08:40:15 UTC+8,,,,,,pass,
candidate,cand_00075,马斯克输掉与奥特曼的世纪官司，坚称遭「日历陷阱」必将上诉,2026-05-19T00:36:30Z,2026-05-19T00:36:30Z,2026-05-19 08:36:30 UTC+8,,,,Asia/Shanghai,source_rule:tg:,,published_at,2026-05-19T00:36:30Z,2026-05-19 08:36:30 UTC+8,,,,,,pass,
candidate,cand_00076,美国财长贝森特：此次延期将提供额外的灵活性，将与一些国家合作，根据需要提供具体许可证,2026-05-19T00:36:14Z,2026-05-19T00:36:14Z,2026-05-19 08:36:14 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:36:14Z,2026-05-19 08:36:14 UTC+8,,,,,,pass,
candidate,cand_00077,"Whale Loracle.hl (@loraclexyz) has further increased his $HYPE (5x) short position to 1.44M $HYPE, valued at $69.3M with",2026-05-19T00:36:06Z,2026-05-19T00:36:06Z,2026-05-19 08:36:06 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,published_at,2026-05-19T00:36:06Z,2026-05-19 08:36:06 UTC+8,,,,,,pass,
candidate,cand_00078,美国财长贝森特：美国将发布一项为期30天的临时通用许可证，以允许暂时获取俄罗斯石油,2026-05-19T00:34:50Z,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,,,,Asia/Shanghai,source_rule:news:jin10,,published_at,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,,,,,,pass,
candidate,cand_00079,Ondo项目方多签钱包过去2个月向Coinbase等交易所累计转移超3.28亿枚ONDO,2026-05-19T00:34:50Z,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,,,,Asia/Shanghai,default_china,,published_at,2026-05-19T00:34:50Z,2026-05-19 08:34:50 UTC+8,,,,,,pass,
