candidate_id,raw_id,raw_published_at,published_at,published_at_utc,published_at_china,raw_source_published_at,source_published_at_utc,source_published_at_china,source_timezone,source_timezone_assumption,source_lag_minutes,backtest_time,backtest_time_utc,backtest_time_china,backtest_time_basis,time_timezone_assumption,time_parse_status,time_parse_flags,title,content,source,url,candidate_asset_symbol,candidate_binance_spot_symbol,candidate_binance_futures_symbol,candidate_event_type,candidate_direction_hint,candidate_importance,event_scope,asset_confidence,time_confidence,needs_review,review_decision,review_notes,quality_flags,auto_quality_score,suggested_reason,suggested_review_decision,review_priority,parsed_backtest_time_utc,event_age_hours,horizon_status,is_mature_72h,historical_replay_mode
cand_00074,2056535371408724123,2026-05-19T00:40:15Z,2026-05-19 08:40:15 UTC+8,2026-05-19T00:40:15Z,2026-05-19 08:40:15 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 08:40:15 UTC+8,2026-05-19T00:40:15Z,2026-05-19 08:40:15 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Santiment：持有至少100 BTC的钱包数量增至20229,"币界网消息，据Cointelegraph报道，持有至少100枚BTC的钱包数量已上升至20,229个，比一年前增长了11.2%。这表明，尽管市场波动，鲸鱼和机构投资者仍在持续积累比特币。",webhook,,BTC,BTCUSDT,BTCUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T00:40:15Z,221.4556,mature_72h,true,conservative
cand_00064,2056540423603024257,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:00:20 UTC+8,2026-05-19T01:00:20Z,2026-05-19 09:00:20 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) manag","🔥 BULLISH: Bitwise announces it will hold $HYPE on its balance sheet, allocating 10% of its Hyperliquid ETF (BHYP) management fee directly toward the token. https://t.co/f1Canng0BA",webhook,,HYPE,,HYPEUSDT,institutional_flow,observe,4,single_asset,high,high,false,include,,,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:00:20Z,221.1208,mature_72h,true,conservative
cand_00047,2056545124453327243,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 09:19:01 UTC+8,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Lookonchain：过去4天内发生3起重大黑客攻击事件,"币界网消息，据Lookonchain监测，过去4天内链上连续发生3起重大黑客攻击事件。其中，Thorchain于5月15日被盗超1000万美元Verus-Ethereum跨链桥于5月18日被盗约1150万美元。今日最新发生的一起攻击针对Echo Protocol，黑客恶意铸造了1,000枚eBTC（价值约7664万美元），并已借此窃取了385枚ETH（价值约82.1万美元）。",webhook,,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T01:19:01Z,220.8094,mature_72h,true,conservative
cand_00011,2056561304169812267,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 10:23:18 UTC+8,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,黑客攻击Monad Echo协议，损失约7600万美元,"币界网消息，据Lookonchain报道，Monad Echo协议遭遇重大黑客攻击，攻击者铸造了1,000枚eBTC，价值约7660万美元。黑客allegedly将部分资金作为抵押在Curvance借入WBTC，并将资产跨链至以太坊，随后将其兑换为ETH，并通过Tornado Cash转移了约385 ETH。目前，攻击者仍控制着约955枚eBTC，价值超过7300万美元。这已是短短4天内发生的第三起重大加密攻击事件。",webhook,,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4,single_asset,high,high,true,include,,market_wide_event,130,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high,importance_ge_4",include,high,2026-05-19T02:23:18Z,219.7381,mature_72h,true,conservative
cand_00449,2056424419023823124,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 01:19:22 UTC+8,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以太坊工作约 4 年，曾参与 FOCIL（EIP-7805）提案撰写及 Fast Confirmation Rule 推进工作。此前，Ethereum Foundation 前联合执行董事 Tomasz K. Stańczak、前成员 Josh Stark，以及 Protocol 团队成员 Barnabé Monnot、Tim Beiko、Alex Stokes 等人也已相继离职或暂时休假。（The Block）https://t.co/9gtDyj94Sj,webhook,,ETH,ETHUSDT,ETHUSDT,network_upgrade,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T17:19:22Z,228.8036,mature_72h,true,conservative
cand_00291,2056467474426556617,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 04:10:27 UTC+8,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"In 2019 I sincerely questioned myself whether I wanted to continue trading crypto.

Almost all markets went down, crypto","In 2019 I sincerely questioned myself whether I wanted to continue trading crypto.

Almost all markets went down, crypto usecases weren't there. 

All the promises of 2017 were diminishing away. 

There was an hard fork on Bitcoin claiming to be the actual Bitcoin.

This is the feeling that most of the people have, and as a consequence, it's actually the best period to be investing into assets.

The years after 2019 have completely changed my life. 

I've had large returns within my portfolio. 
I've been able to travel to several places I've not been before.
I've had the ability to work with incredible people within our enterprises.

The lesson in here is to remain patient and to be calm. 

Yes, most of the altcoins will die. That doesn't mean that yours should die. There are many strong altcoins out there, we simply don't need millions of those coins in the ecosystem.

I can tell you that the only game is to remain in the game, do your research, avoid leverage, pick your bets and stick to them. 

That's the game that I'm playing when it comes to my altcoin picks and my portfolio. 

If I thought there wouldn't be any upside anymore, I'd be selling the positions. 

That's just simply not the case.

Be patient.",webhook,,BTC,BTCUSDT,BTCUSDT,network_upgrade,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T20:10:27Z,225.9522,mature_72h,true,conservative
cand_00275,news:1023:74dd421949306c03,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,,,,UTC,source_rule:news:cryptonews,,2026-05-19 04:30:00 UTC+8,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,XRP price slips 2% on profit taking,"XRP price dropped 2% on May 18, sliding to $1.3865 as traders sold aggressively into the $1.42 resistance zone.

XRP fell as traders took profits aggressively after another failed push above $1.42, knocking the token back below $1.40 in the 24-hour session ending May 18.

The sharpest move came during the May 17 23:00 UTC session, when 144.3 million in volume pushed price from the $1.42 area to lows near $1.378. Buyers stepped in around $1.38 to limit the loss, and XRP recovered partially into the close.

The rejection is technically significant. As crypto.news reported , roughly 1.24 billion XRP tokens are held by investors who entered between $1.45 and $1.47, creating a structural supply wall that absorbs buying on every approach to that level.

Analysts have pointed to a months-long symmetrical triangle compressing XRP’s price action, with the apex tightening toward a resolution in late May. The pattern is approaching a decisive breakout point, with sellers still controlling the $1.42 upper edge even as buyers defend $1.38 on each test.

Standard Chartered analyst Geoffrey Kendrick has projected that Senate Banking Committee advancement of the CLARITY Act could unlock $4 to $8 billion in additional XRP ETF inflows, making that vote the primary binary catalyst for any breakout above $1.45. As crypto.news documented , XRP ETFs recorded $81.63 million in net inflows in April, the best month of 2026, yet price failed to sustain momentum despite consistent institutional demand.

A clean breakdown below $1.38 removes the floor under the current consolidation and opens the path toward $1.30. Traders who entered at higher levels have been the primary selling force on each recovery attempt. The crypto.news XRP price page shows the token trading at roughly a 62% discount to its July 2025 all-time high of $3.65.

A close above $1.42 would be the first signal that sellers are losing their grip on the upper range. Until then, the symmetrical triangle continues to compress toward a resolution that technical analysts warn could be sharp in either direction.",news:cryptonews,https://crypto.news/xrp-price-slips-2percent-on-profit-taking/,XRP,XRPUSDT,XRPUSDT,staking_governance,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T20:30:00Z,225.6264,mature_72h,true,conservative
cand_00193,2056496934328680460,2026-05-18T22:07:31Z,2026-05-19 06:07:31 UTC+8,2026-05-18T22:07:31Z,2026-05-19 06:07:31 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:07:31 UTC+8,2026-05-18T22:07:31Z,2026-05-19 06:07:31 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: 100,000 blocks remain until the next Bitcoin Halving. https://t.co/y8wcvN854g","JUST IN: 100,000 blocks remain until the next Bitcoin Halving. https://t.co/y8wcvN854g",webhook,,BTC,BTCUSDT,BTCUSDT,halving,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T22:07:31Z,224.0011,mature_72h,true,conservative
cand_00187,2056498436640260546,2026-05-18T22:13:29Z,2026-05-19 06:13:29 UTC+8,2026-05-18T22:13:29Z,2026-05-19 06:13:29 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:13:29 UTC+8,2026-05-18T22:13:29Z,2026-05-19 06:13:29 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"JUST IN: There’s now less than 100,000 blocks until the next Bitcoin halving 👀 https://t.co/pDPSl8nLiY","JUST IN: There’s now less than 100,000 blocks until the next Bitcoin halving 👀 https://t.co/pDPSl8nLiY",webhook,,BTC,BTCUSDT,BTCUSDT,halving,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T22:13:29Z,223.9017,mature_72h,true,conservative
cand_00160,2056505718988275732,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,以太坊质押比例上升至31%，长期持有者信心依旧,币界网消息，据The Block报道，尽管以太坊年内价格已下跌约26%，但其质押比例由年初的约29%升至总供应量的约31%。持续增长的质押规模显示，长期持有者在价格承压及链上风险仍存的情况下，依然对以太坊保持信心，并逐步减少市场流通供应。随着现货以太坊ETF发展及以太坊上代币化活动扩张，机构对质押以太坊的需求可能为质押生态带来新的结构性资金流入，但是否会进一步传导至以太坊价格，仍取决于机构资金的实际配置进展。,webhook,,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-18T22:42:26Z,223.4192,mature_72h,true,conservative
cand_00080,2056533751048675832,2026-05-19T00:33:49Z,2026-05-19 08:33:49 UTC+8,2026-05-19T00:33:49Z,2026-05-19 08:33:49 UTC+8,,,,Asia/Shanghai,source_rule:webhook,,2026-05-19 08:33:49 UTC+8,2026-05-19T00:33:49Z,2026-05-19 08:33:49 UTC+8,published_at,Asia/Shanghai_for_naive_time,ok,,"仅在过去 2 个月时间里，Ondo 项目方的多签钱包就向 Coinbase 等交易所累计转移了超过 3.28 亿枚 $ONDO ($9842 万)。

地址：
https://t.co/eqO2dMOrZL
https://t.co/3c8","仅在过去 2 个月时间里，Ondo 项目方的多签钱包就向 Coinbase 等交易所累计转移了超过 3.28 亿枚 $ONDO ($9842 万)。

地址：
https://t.co/eqO2dMOrZL
https://t.co/3c8DYXB8bH

--------------------------------------------------------------------------
#Bitget 来了就是VIP！Crypto、美股、CFD，全球先机一站布局",webhook,,ONDO,ONDOUSDT,ONDOUSDT,whale_position,observe,3,single_asset,high,high,false,include,,,120,"has_asset,has_binance_symbol,time_ok,typed_event,single_asset,asset_confidence_high,time_confidence_high",include,high,2026-05-19T00:33:49Z,221.5628,mature_72h,true,conservative
