event_id,event_time,event_time_utc,event_time_china,title,content,source,asset_symbol,binance_spot_symbol,binance_futures_symbol,event_type,direction_hint,importance
cand_00047,2026-05-19 09:19:01 UTC+8,2026-05-19T01:19:01Z,2026-05-19 09:19:01 UTC+8,Lookonchain：过去4天内发生3起重大黑客攻击事件,"币界网消息，据Lookonchain监测，过去4天内链上连续发生3起重大黑客攻击事件。其中，Thorchain于5月15日被盗超1000万美元Verus-Ethereum跨链桥于5月18日被盗约1150万美元。今日最新发生的一起攻击针对Echo Protocol，黑客恶意铸造了1,000枚eBTC（价值约7664万美元），并已借此窃取了385枚ETH（价值约82.1万美元）。",webhook,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4
cand_00011,2026-05-19 10:23:18 UTC+8,2026-05-19T02:23:18Z,2026-05-19 10:23:18 UTC+8,黑客攻击Monad Echo协议，损失约7600万美元,"币界网消息，据Lookonchain报道，Monad Echo协议遭遇重大黑客攻击，攻击者铸造了1,000枚eBTC，价值约7660万美元。黑客allegedly将部分资金作为抵押在Curvance借入WBTC，并将资产跨链至以太坊，随后将其兑换为ETH，并通过Tornado Cash转移了约385 ETH。目前，攻击者仍控制着约955枚eBTC，价值超过7300万美元。这已是短短4天内发生的第三起重大加密攻击事件。",webhook,ETH,ETHUSDT,ETHUSDT,hack_security,risk,4
cand_00449,2026-05-19 01:19:22 UTC+8,2026-05-18T17:19:22Z,2026-05-19 01:19:22 UTC+8,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以,Ethereum Foundation 研究员 Carl Beek 与 Julian Ma 于周一宣布离职。其中，Carl Beek 在以太坊工作约 7 年，曾参与 Beacon Chain 及以太坊 PoS 升级；Julian Ma 在以太坊工作约 4 年，曾参与 FOCIL（EIP-7805）提案撰写及 Fast Confirmation Rule 推进工作。此前，Ethereum Foundation 前联合执行董事 Tomasz K. Stańczak、前成员 Josh Stark，以及 Protocol 团队成员 Barnabé Monnot、Tim Beiko、Alex Stokes 等人也已相继离职或暂时休假。（The Block）https://t.co/9gtDyj94Sj,webhook,ETH,ETHUSDT,ETHUSDT,network_upgrade,observe,3
cand_00291,2026-05-19 04:10:27 UTC+8,2026-05-18T20:10:27Z,2026-05-19 04:10:27 UTC+8,"In 2019 I sincerely questioned myself whether I wanted to continue trading crypto.

Almost all markets went down, crypto","In 2019 I sincerely questioned myself whether I wanted to continue trading crypto.

Almost all markets went down, crypto usecases weren't there. 

All the promises of 2017 were diminishing away. 

There was an hard fork on Bitcoin claiming to be the actual Bitcoin.

This is the feeling that most of the people have, and as a consequence, it's actually the best period to be investing into assets.

The years after 2019 have completely changed my life. 

I've had large returns within my portfolio. 
I've been able to travel to several places I've not been before.
I've had the ability to work with incredible people within our enterprises.

The lesson in here is to remain patient and to be calm. 

Yes, most of the altcoins will die. That doesn't mean that yours should die. There are many strong altcoins out there, we simply don't need millions of those coins in the ecosystem.

I can tell you that the only game is to remain in the game, do your research, avoid leverage, pick your bets and stick to them. 

That's the game that I'm playing when it comes to my altcoin picks and my portfolio. 

If I thought there wouldn't be any upside anymore, I'd be selling the positions. 

That's just simply not the case.

Be patient.",webhook,BTC,BTCUSDT,BTCUSDT,network_upgrade,observe,3
cand_00275,2026-05-19 04:30:00 UTC+8,2026-05-18T20:30:00Z,2026-05-19 04:30:00 UTC+8,XRP price slips 2% on profit taking,"XRP price dropped 2% on May 18, sliding to $1.3865 as traders sold aggressively into the $1.42 resistance zone.

XRP fell as traders took profits aggressively after another failed push above $1.42, knocking the token back below $1.40 in the 24-hour session ending May 18.

The sharpest move came during the May 17 23:00 UTC session, when 144.3 million in volume pushed price from the $1.42 area to lows near $1.378. Buyers stepped in around $1.38 to limit the loss, and XRP recovered partially into the close.

The rejection is technically significant. As crypto.news reported , roughly 1.24 billion XRP tokens are held by investors who entered between $1.45 and $1.47, creating a structural supply wall that absorbs buying on every approach to that level.

Analysts have pointed to a months-long symmetrical triangle compressing XRP’s price action, with the apex tightening toward a resolution in late May. The pattern is approaching a decisive breakout point, with sellers still controlling the $1.42 upper edge even as buyers defend $1.38 on each test.

Standard Chartered analyst Geoffrey Kendrick has projected that Senate Banking Committee advancement of the CLARITY Act could unlock $4 to $8 billion in additional XRP ETF inflows, making that vote the primary binary catalyst for any breakout above $1.45. As crypto.news documented , XRP ETFs recorded $81.63 million in net inflows in April, the best month of 2026, yet price failed to sustain momentum despite consistent institutional demand.

A clean breakdown below $1.38 removes the floor under the current consolidation and opens the path toward $1.30. Traders who entered at higher levels have been the primary selling force on each recovery attempt. The crypto.news XRP price page shows the token trading at roughly a 62% discount to its July 2025 all-time high of $3.65.

A close above $1.42 would be the first signal that sellers are losing their grip on the upper range. Until then, the symmetrical triangle continues to compress toward a resolution that technical analysts warn could be sharp in either direction.",news:cryptonews,XRP,XRPUSDT,XRPUSDT,token_unlock,risk,3
cand_00213,2026-05-19 05:45:00 UTC+8,2026-05-18T21:45:00Z,2026-05-19 05:45:00 UTC+8,Shiba Inu sees 3b SHIB hit exchanges,"Shiba Inu saw billions of SHIB hit exchanges on May 18 as crypto market liquidations accelerated.

On-chain exchange flow data tracked by CoinGlass shows SHIB open interest at $61.2 million on May 18, with $42,485 in futures positions liquidated in the 24-hour session. The inflow spike coincided with wider crypto market liquidations as leveraged long positions were unwound across multiple assets.

SHIB was trading at $0.00000567 at time of writing, down roughly 10% on the week. The token is 54% lower over the past 12 months and well below its all-time high of $0.00008616.

Exchange reserve data showed assets on Binance alone reaching 61.8 trillion tokens, a marked rise since March as profit-takers moved holdings onto platforms ahead of potential distribution.

Tokens moved onto exchanges are one step from the open market and available for immediate liquidation. The spike in SHIB inflows creates a mechanical increase in available sell-side supply, which typically suppresses price during periods of weak demand.

As crypto.news reported , institutional and whale-level SHIB transactions surged 111% earlier in 2026, indicating large holders are actively repositioning rather than holding passively.

Meme coins have faced persistent pressure throughout 2026. Bitcoin’s 22% decline in Q1 tightened conditions across speculative assets, with SHIB bearing the brunt alongside other high-beta tokens. The token’s 589 trillion circulating supply gives it limited leverage from burn activity, as individual whale distribution events can rapidly absorb months of supply reduction.

Stabilisation requires demand to absorb incoming supply rather than sellers finding a thin order book. As crypto.news noted in its Shibarium upgrade analysis, on-chain adoption remains uneven and without acceleration in utility metrics, upside moves in SHIB continue to struggle.

A Fully Homomorphic Encryption upgrade planned for Q2 2026 through cryptography firm Zama could add a privacy dimension, but near-term price action depends on whether these exchange inflows reverse.

The broader context for meme coin behaviour in 2026 was covered by crypto.news in its analysis of how on-chain activity spikes often precede continued downside rather than reversals.",news:cryptonews,BTC,BTCUSDT,BTCUSDT,network_upgrade,observe,3
cand_00193,2026-05-19 06:07:31 UTC+8,2026-05-18T22:07:31Z,2026-05-19 06:07:31 UTC+8,"JUST IN: 100,000 blocks remain until the next Bitcoin Halving. https://t.co/y8wcvN854g","JUST IN: 100,000 blocks remain until the next Bitcoin Halving. https://t.co/y8wcvN854g",webhook,BTC,BTCUSDT,BTCUSDT,halving,observe,3
cand_00187,2026-05-19 06:13:29 UTC+8,2026-05-18T22:13:29Z,2026-05-19 06:13:29 UTC+8,"JUST IN: There’s now less than 100,000 blocks until the next Bitcoin halving 👀 https://t.co/pDPSl8nLiY","JUST IN: There’s now less than 100,000 blocks until the next Bitcoin halving 👀 https://t.co/pDPSl8nLiY",webhook,BTC,BTCUSDT,BTCUSDT,halving,observe,3
cand_00178,2026-05-19 06:18:56 UTC+8,2026-05-18T22:18:56Z,2026-05-19 06:18:56 UTC+8,美国司法部：俄亥俄州居民因加密庞氏骗局被判9年监禁,币界网消息，美国司法部表示，俄亥俄州居民Rathnakishore Giri因运营加密货币投资庞氏骗局被判处9年监禁及3年监督释放。根据法庭文件，Giri以擅长比特币衍生品交易为名，向投资者承诺“保本高收益”，累计骗取超过1000万美元资金，并使用新投资者资金向早期投资者兑付。Giri已于2024年10月承认一项电信欺诈罪名，但在等待量刑期间仍继续向加密投资者募资，并造成新增受害者损失。,webhook,BTC,BTCUSDT,BTCUSDT,token_unlock,risk,3
cand_00160,2026-05-19 06:42:26 UTC+8,2026-05-18T22:42:26Z,2026-05-19 06:42:26 UTC+8,以太坊质押比例上升至31%，长期持有者信心依旧,币界网消息，据The Block报道，尽管以太坊年内价格已下跌约26%，但其质押比例由年初的约29%升至总供应量的约31%。持续增长的质押规模显示，长期持有者在价格承压及链上风险仍存的情况下，依然对以太坊保持信心，并逐步减少市场流通供应。随着现货以太坊ETF发展及以太坊上代币化活动扩张，机构对质押以太坊的需求可能为质押生态带来新的结构性资金流入，但是否会进一步传导至以太坊价格，仍取决于机构资金的实际配置进展。,webhook,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3
cand_00053,2026-05-19 09:11:27 UTC+8,2026-05-19T01:11:27Z,2026-05-19 09:11:27 UTC+8,Bitcoin Whales Defy $77K Drop as Large Wallets Surge 11%,"Steve is a crypto news writer with a passion for decoding market moves. He blends breaking blockchain news with sharp technical analysis and bold price predictions. From Bitcoin rallies to altcoin breakouts, Steve breaks it all down with clarity and insight. Whether you're a trader or just curious, his analysis keeps you ahead of the curve.

Steve is a crypto news writer with a passion for decoding market moves. He blends breaking blockchain news with sharp technical analysis and bold price predictions. From Bitcoin rallies to altcoin breakouts, Steve breaks it all down with clarity and insight. Whether you're a trader or just curious, his analysis keeps you ahead of the curve.

Steve is a crypto news writer with a passion for decoding market moves. He blends breaking blockchain news with sharp technical analysis and bold price predictions. From Bitcoin rallies to altcoin breakouts, Steve breaks it all down with clarity and insight. Whether you're a trader or just curious, his analysis keeps you ahead of the curve.

Bitcoin whale wallets have increased by 11.2% over the past year, despite BTC losing 27.2% in value over the same period.

Geopolitical tensions have been a sore spot in the crypto space since February, causing the recent price pullback and ETF outflows.

Whale conviction indicates long-term bullish conviction amid a rise in retail sell pressure.

The number of Bitcoin (BTC) wallets holding at least 100 BTC (roughly $7.7 million at press time) has risen to 20,229. This represents an 11.2% increase over the past year, from 18,191.

On-chain data show that wallets of this size typically belong to whales, institutions, major investors, and highly capitalized long-term holders. The holdings indicate strong long-term conviction, given that Bitcoin has dumped by 27.2% in price over the same period ($105,574 to $77,000).

More recently, Bitcoin experienced a major pullback , dropping from over $82,000 a week ago to $77,000. Geopolitical tensions between the US and Iran have contributed to market-wide risk aversion, with Sunday seeing the largest single-day liquidation of bullish bets (over $700 million) since February 6.

Last week also marked the first negative week in seven for ETF flows. According to CoinShares , digital asset investment products saw $1.07 billion in outflows, with Bitcoin accounting for $982 million.

In the past year, Bitcoin has also experienced major volatility – literally halving in price from its all-time high of about $126,000 to $63,000 on February 28 – the day active hostilities began in the Middle East.

According to the blockchain analytics platform, Santiment Intelligence, whales are showing steady resilience during a time when retail is exuding panic, fear, and skepticism.

“Historically, rising whale wallet counts are viewed as a sign that key stakeholders still have confidence in Bitcoin’s future value and scarcity.”

Additionally, bullish reversals typically form when retail fear sets in as whale accumulation rises.

That said, the US-Iran conflict remains a major sentiment mover among institutions and retailers alike, causing price swings as consequential developments on the war roll out. We now wait to see whether whales will step in to offset selling pressure and hold larger positions, as has historically been a catalyst for a bullish trend.",news:coinpedia,BTC,BTCUSDT,BTCUSDT,halving,observe,3
cand_00016,2026-05-19 10:12:50 UTC+8,2026-05-19T02:12:50Z,2026-05-19 10:12:50 UTC+8,"5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TET","5/18 Ethereum ETF Net Flow: $-84.14m
$ETHA (BlackRock): –$55.40m
$FETH (Fidelity): –$14.70m
$ETHW (Bitwise): $0.00m
$TETH (21Shares): $0.00m
$QETH (Invesco): $0.00m
$EZET (Franklin): $0.00m
$ETHV (VanEck): $0.00m
$ETHB (BlackRock Staked): –$0.01m
$ETHE (Grayscale): –$3.96m
$ETH (Grayscale mini): –$10.08m",webhook,ETH,ETHUSDT,ETHUSDT,staking_governance,observe,3
cand_00493,2026-05-19 00:43:00 UTC+8,2026-05-18T16:43:00Z,2026-05-19 00:43:00 UTC+8,"JUST IN: Strategy $MSTR has generated an 84,987 #Bitcoin gain ($6.6 billion) so far this year, which is already 75% of t","JUST IN: Strategy $MSTR has generated an 84,987 #Bitcoin gain ($6.6 billion) so far this year, which is already 75% of the entire 2025 BTC gain. 

""Digital credit is helping us deliver faster growth in 2026 than in 2025,"" said CEO Phong Le. 🔥 https://t.co/VOvgjmcQWo",webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
cand_00456,2026-05-19 01:11:22 UTC+8,2026-05-18T17:11:22Z,2026-05-19 01:11:22 UTC+8,Ethereum's Vitalik Buterin Explains How AI Could Make Smart Contracts Truly Secure,"Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Writer by choice, CryptoCurrency Writer, and Researcher by chance. Currently, focusing on financial news and analysis, as well as cryptocurrency news and data. One may not call me a crypto “Enthusiast” but trust me I'm getting there.

Ethereum co-founder Vitalik Buterin has published a detailed argument that AI-assisted formal verification could fundamentally change how secure software is built, pushing back against growing pessimism in the cybersecurity community about whether trustless systems can survive increasingly powerful AI-driven attacks.

“Many people have claimed that with AI-assisted bug finding, secure code will be impossible,” Buterin wrote. “I have a much more optimistic take, and AI-assisted formal verification is a major part of the reason why.”

Formal verification is the practice of writing mathematical proofs about code that can be checked automatically by a computer. Rather than testing software and hoping bugs do not appear, developers write proofs that mathematically guarantee a piece of code behaves exactly as intended under all conditions.

Many people have claimed that with AI-assisted bug finding, secure code (and hence trustless anything) will be impossible. I have a much more optimistic take, and AI-assisted formal verification is a major part of the reason why: https://t.co/0ceMBZ6uqj

The technology has existed for decades but remained niche because writing these proofs by hand is extremely difficult and time-consuming. Buterin’s argument is that AI changes this equation dramatically. AI can write both the code and the proofs, while humans simply verify that the statements being proved match what they actually want the software to do.

He described this combination as what researcher Yoichi Hirai calls “the final form of software development.”

Buterin pointed to several areas where formal verification is already being applied within Ethereum’s development ecosystem. These include quantum-resistant signatures, STARK proof systems, consensus algorithms, and ZK-EVMs, all areas where the security properties are simple to define even though the underlying code is extraordinarily complex.

Projects like Arklib are working toward a fully formally verified STARK implementation. The evm-asm project is building an entire EVM written directly in RISC-V assembly, verified mathematically against a human-readable reference implementation. Byzantine fault-tolerant consensus protocols are also being formally specified and verified in Lean.

The main insight is that for these systems the gap between what the code does and what it is supposed to do can be closed with mathematical certainty rather than probabilistic testing.

Buterin was careful not to overstate the case. Formal verification has real failure modes. Proofs can be written about only part of a system while critical bugs hide in unverified sections. Developers can forget to specify properties that matter. The formal specification itself can be wrong. Hardware vulnerabilities like side-channel attacks can bypass even mathematically correct software.

“Provable correctness does not prove that software is correct in the way most human beings understand correctness,” he wrote. What formal verification actually does is allow developers to express their intentions in multiple different redundant ways and automatically check that all those expressions are compatible with each other.

Buterin described an optimistic future where software splits into two layers. An insecure edge layer handles lower-stakes functions, runs in sandboxes, and operates with minimal permissions. A secure core handles everything critical, including Ethereum itself, operating system kernels, and sensitive IoT infrastructure.

The secure core is kept deliberately small and subjected to aggressive formal verification. AI brings the computational power to make verification practical at scale. The result is not software with zero bugs but software where the most critical components can be trusted with mathematical confidence rather than hope.

“Defenders finally have a chance to win, decisively,” he concluded, citing Mozilla’s own experience hardening its codebase against AI-assisted attack tools.",news:coinpedia,ETH,ETHUSDT,ETHUSDT,macro,observe,4
cand_00455,2026-05-19 01:15:00 UTC+8,2026-05-18T17:15:00Z,2026-05-19 01:15:00 UTC+8,🔥HUGE: White House Executive Director says an announcement on a Strategic Bitcoin Reserve is coming soon.,🔥HUGE: White House Executive Director says an announcement on a Strategic Bitcoin Reserve is coming soon.,webhook,BTC,BTCUSDT,BTCUSDT,macro,observe,4
