candidate_id,raw_id,published_at,published_at_utc,published_at_china,backtest_time,backtest_time_utc,backtest_time_china,source_timezone,source_timezone_assumption,title,content,source,url,primary_asset_symbol,primary_entity,primary_entity_type,detected_entity_names,event_type_l1,event_type_l2,event_scope,publish_decision,research_priority,relevance_score_realtime,impact_score,certainty_score,timeliness_score,entity_quality_score,source_count,duplicate_count,discard_reason,primary_discard_reason,secondary_discard_reasons,tradability_tier,tradability_tier_reason,channel_route,entity_flags,quality_flags,recommended_benchmark,benchmark_reason,manual_decision,manual_event_type_l1,manual_event_type_l2,manual_primary_asset_symbol,manual_notes
cand_00368,2056445088159379511,2026-05-19 02:41:30 UTC+8,2026-05-18T18:41:30Z,2026-05-19 02:41:30 UTC+8,2026-05-19 02:41:30 UTC+8,2026-05-18T18:41:30Z,2026-05-19 02:41:30 UTC+8,Asia/Shanghai,source_rule:webhook,NEW: Belarus to begin joint nuclear training drills with Russia.,NEW: Belarus to begin joint nuclear training drills with Russia.,webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00373,2056442197688344999,2026-05-19 02:30:01 UTC+8,2026-05-18T18:30:01Z,2026-05-19 02:30:01 UTC+8,2026-05-19 02:30:01 UTC+8,2026-05-18T18:30:01Z,2026-05-19 02:30:01 UTC+8,Asia/Shanghai,source_rule:webhook,.@vibhu is gpt doping,.@vibhu is gpt doping,webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,ai_only_non_crypto,other_review,low_crypto_relevance",ai_only_non_crypto,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",T3,default_research_only,research_only,"no_entity_detected,other_review,ai_only_non_crypto","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00374,2056442194006061381,2026-05-19 02:30:00 UTC+8,2026-05-18T18:30:00Z,2026-05-19 02:30:00 UTC+8,2026-05-19 02:30:00 UTC+8,2026-05-18T18:30:00Z,2026-05-19 02:30:00 UTC+8,Asia/Shanghai,source_rule:webhook,"I sat down with @Gabby_Hoffman to discuss the ground truth of data centers, energy consumption, environmental protection","I sat down with @Gabby_Hoffman to discuss the ground truth of data centers, energy consumption, environmental protections, community backlash, CCP influence, and why electricity prices are really going up.

Enjoy! https://t.co/mIMdhXb9Ky",webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,miner_equity_or_infrastructure,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00378,2056441043667579292,2026-05-19 02:25:26 UTC+8,2026-05-18T18:25:26Z,2026-05-19 02:25:26 UTC+8,2026-05-19 02:25:26 UTC+8,2026-05-18T18:25:26Z,2026-05-19 02:25:26 UTC+8,Asia/Shanghai,source_rule:webhook,JUST IN: NYC Mayor Mamdani to hold private meetings with Jamie Dimon &amp; David Solomon as he pushes higher taxes.,JUST IN: NYC Mayor Mamdani to hold private meetings with Jamie Dimon &amp; David Solomon as he pushes higher taxes.,webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review",missing_entity,"duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00380,2056440865342603426,2026-05-19 02:24:43 UTC+8,2026-05-18T18:24:43Z,2026-05-19 02:24:43 UTC+8,2026-05-19 02:24:43 UTC+8,2026-05-18T18:24:43Z,2026-05-19 02:24:43 UTC+8,Asia/Shanghai,source_rule:webhook,⛴️🚢🛳️,⛴️🚢🛳️,webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00381,2056440735142932911,2026-05-19 02:24:12 UTC+8,2026-05-18T18:24:12Z,2026-05-19 02:24:12 UTC+8,2026-05-19 02:24:12 UTC+8,2026-05-18T18:24:12Z,2026-05-19 02:24:12 UTC+8,Asia/Shanghai,source_rule:webhook,💀💀💀,💀💀💀,webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00390,2056437843774292398,2026-05-19 02:12:43 UTC+8,2026-05-18T18:12:43Z,2026-05-19 02:12:43 UTC+8,2026-05-19 02:12:43 UTC+8,2026-05-18T18:12:43Z,2026-05-19 02:12:43 UTC+8,Asia/Shanghai,source_rule:webhook,"JUST IN: Iran’s national football team arrives in Turkey for pre-World Cup training camp, with players still awaiting vi","JUST IN: Iran’s national football team arrives in Turkey for pre-World Cup training camp, with players still awaiting visas to enter the U.S.",webhook,,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,46.0,20,80.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00305,news:1033:c330473cb9b36377,2026-05-19 03:59:47 UTC+8,2026-05-18T19:59:47Z,2026-05-19 03:59:47 UTC+8,2026-05-19 03:59:47 UTC+8,2026-05-18T19:59:47Z,2026-05-19 03:59:47 UTC+8,Asia/Shanghai,source_rule:news:jin10,4家公募上报REITs指数基金产品,5月18日证监会官网显示，易方达基金、华夏基金、南方基金、中金基金4家公募上报了中证REITs全收益指数证券投资基金。据了解，这是首批跟踪中证REITs全收益指数的基金产品，也是公募REITs在指数基金领域的创新突破。,news:jin10,https://www.jin10.com/detail/20260518195947911800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review,possible_price_recap","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00306,news:1033:e26ff8ca697f251b,2026-05-19 03:59:43 UTC+8,2026-05-18T19:59:43Z,2026-05-19 03:59:43 UTC+8,2026-05-19 03:59:43 UTC+8,2026-05-18T19:59:43Z,2026-05-19 03:59:43 UTC+8,Asia/Shanghai,source_rule:news:jin10,巴基斯坦总理：连续表态（共 2 条）,"巴基斯坦总理：近期连续发表以下观点：
一、巴基斯坦总理：调解努力仍在继续，以达成美国与伊朗之间的协议。
二、巴基斯坦总理：我们将尽最大努力确保实现持久和平。",news:jin10,https://www.jin10.com/detail/20260518195915679800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,opinion_or_analysis,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,opinion_or_analysis,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review,opinion_or_analysis","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00309,news:1033:54822b1c73f75612,2026-05-19 03:57:49 UTC+8,2026-05-18T19:57:49Z,2026-05-19 03:57:49 UTC+8,2026-05-19 03:57:49 UTC+8,2026-05-18T19:57:49Z,2026-05-19 03:57:49 UTC+8,Asia/Shanghai,source_rule:news:jin10,乌克兰总统泽连斯基：乌克兰记录了俄罗斯试图从被占领的克里米亚出口粮食的情况，涉及美国的实体,乌克兰总统泽连斯基：乌克兰记录了俄罗斯试图从被占领的克里米亚出口粮食的情况，涉及美国的实体。,news:jin10,https://www.jin10.com/detail/20260518195749413800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00311,news:1033:5fa3da5e57d6dd12,2026-05-19 03:55:37 UTC+8,2026-05-18T19:55:37Z,2026-05-19 03:55:37 UTC+8,2026-05-19 03:55:37 UTC+8,2026-05-18T19:55:37Z,2026-05-19 03:55:37 UTC+8,Asia/Shanghai,source_rule:news:jin10,乌克兰总统泽连斯基：连续表态（共 2 条）,"乌克兰总统泽连斯基：近期连续发表以下观点：
一、乌克兰总统泽连斯基：乌克兰对外情报局获取了新的俄罗斯文件，其中显示，俄罗斯已被迫关闭约400口油井。考虑到俄罗斯石油开采的特殊性，这是相当可观的损失，因为在俄罗斯重启油井远比在其他产油国复杂得多。
二、乌克兰总统泽连斯基：是仅今年几个月内，俄罗斯的石油加工量就至少减少了10%。",news:jin10,https://www.jin10.com/detail/20260518195519026800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,opinion_or_analysis,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,opinion_or_analysis,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review,opinion_or_analysis","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00312,news:1033:7a5a93d462d1ee7b,2026-05-19 03:54:52 UTC+8,2026-05-18T19:54:52Z,2026-05-19 03:54:52 UTC+8,2026-05-19 03:54:52 UTC+8,2026-05-18T19:54:52Z,2026-05-19 03:54:52 UTC+8,Asia/Shanghai,source_rule:news:jin10,以色列国防军：在一次袭击中击毙了一名巴勒斯坦伊斯兰圣战组织指挥官,以色列国防军：在一次袭击中击毙了一名巴勒斯坦伊斯兰圣战组织指挥官。,news:jin10,https://www.jin10.com/detail/20260518195452842800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00322,news:1033:8a4a6b0098ff4d2f,2026-05-19 03:39:32 UTC+8,2026-05-18T19:39:32Z,2026-05-19 03:39:32 UTC+8,2026-05-19 03:39:32 UTC+8,2026-05-18T19:39:32Z,2026-05-19 03:39:32 UTC+8,Asia/Shanghai,source_rule:news:jin10,消息人士：美国提出暂时豁免伊朗石油制裁,据伊朗塔斯尼姆通讯社：接近谈判团队的消息人士表示，美国已在其新文本中接受解除对伊朗的石油制裁，并已提议在达成最终谅解之前，暂停美国财政部海外资产控制办公室的相关制裁。,news:jin10,https://www.jin10.com/detail/20260518193932627800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00323,news:1033:3808a283034c05b9,2026-05-19 03:38:54 UTC+8,2026-05-18T19:38:54Z,2026-05-19 03:38:54 UTC+8,2026-05-19 03:38:54 UTC+8,2026-05-18T19:38:54Z,2026-05-19 03:38:54 UTC+8,Asia/Shanghai,source_rule:news:jin10,航行警告！渤海北部执行军事任务,据中国海事局网站消息，营口海事局发布航行警告，5月19日3时至9时，渤海北部部分海域进行军事演习，禁止驶入。 ​​​,news:jin10,https://www.jin10.com/detail/20260518193854377800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00326,news:1033:83a7787d2937b124,2026-05-19 03:33:58 UTC+8,2026-05-18T19:33:58Z,2026-05-19 03:33:58 UTC+8,2026-05-19 03:33:58 UTC+8,2026-05-18T19:33:58Z,2026-05-19 03:33:58 UTC+8,Asia/Shanghai,source_rule:news:jin10,黎巴嫩总统：黎巴嫩的谈判框架包括以色列撤军、停火、军队在边界的部署、难民的回归以及对黎巴嫩的经济或财政援助,黎巴嫩总统：黎巴嫩的谈判框架包括以色列撤军、停火、军队在边界的部署、难民的回归以及对黎巴嫩的经济或财政援助。,news:jin10,https://www.jin10.com/detail/20260518193358893800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00331,news:1033:49d88ed3b3fd4325,2026-05-19 03:29:37 UTC+8,2026-05-18T19:29:37Z,2026-05-19 03:29:37 UTC+8,2026-05-19 03:29:37 UTC+8,2026-05-18T19:29:37Z,2026-05-19 03:29:37 UTC+8,Asia/Shanghai,source_rule:news:jin10,据纽约时报：美国正试图修改一项长期军事安排，以确保即使格陵兰独立，美军也能无限期留在格陵兰,据纽约时报：美国正试图修改一项长期军事安排，以确保即使格陵兰独立，美军也能无限期留在格陵兰。,news:jin10,https://www.jin10.com/detail/20260518192937986800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00341,news:1033:020b174b64aff464,2026-05-19 03:14:22 UTC+8,2026-05-18T19:14:22Z,2026-05-19 03:14:22 UTC+8,2026-05-19 03:14:22 UTC+8,2026-05-18T19:14:22Z,2026-05-19 03:14:22 UTC+8,Asia/Shanghai,source_rule:news:jin10,俄罗斯外长拉夫罗夫：俄罗斯一贯支持美国和伊朗在当前外交进程中都愿意接受的任何方案,俄罗斯外长拉夫罗夫：俄罗斯一贯支持美国和伊朗在当前外交进程中都愿意接受的任何方案。,news:jin10,https://www.jin10.com/detail/20260518191422942800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00345,news:1033:488f8a47357cb681,2026-05-19 03:11:27 UTC+8,2026-05-18T19:11:27Z,2026-05-19 03:11:27 UTC+8,2026-05-19 03:11:27 UTC+8,2026-05-18T19:11:27Z,2026-05-19 03:11:27 UTC+8,Asia/Shanghai,source_rule:news:jin10,以军拦截新一支试图驶往加沙的“全球坚韧船队”,据以色列多家媒体18日报道，以色列海军当天上午再次拦截一支试图驶往加沙地带的“全球坚韧船队”。据报道，该船队上周从土耳其南部起航，试图突破以色列对加沙地带的海上封锁，向加沙民众运送人道主义援助物资。,news:jin10,https://www.jin10.com/detail/20260518191127902800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review,possible_price_recap","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00346,news:1033:55822ddef1fa4304,2026-05-19 03:10:47 UTC+8,2026-05-18T19:10:47Z,2026-05-19 03:10:47 UTC+8,2026-05-19 03:10:47 UTC+8,2026-05-18T19:10:47Z,2026-05-19 03:10:47 UTC+8,Asia/Shanghai,source_rule:news:jin10,俄罗斯外长拉夫罗夫：伊朗拥有和平利用铀浓缩的权利,俄罗斯外长拉夫罗夫：伊朗拥有和平利用铀浓缩的权利。,news:jin10,https://www.jin10.com/detail/20260518191047231800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00349,news:1033:fad752c4ed95a3bf,2026-05-19 03:05:44 UTC+8,2026-05-18T19:05:44Z,2026-05-19 03:05:44 UTC+8,2026-05-19 03:05:44 UTC+8,2026-05-18T19:05:44Z,2026-05-19 03:05:44 UTC+8,Asia/Shanghai,source_rule:news:jin10,安全官员和政府消息人士称，巴基斯坦已根据防务协议向沙特阿拉伯部署了战斗机中队、8000名士兵和空中防御系统,安全官员和政府消息人士称，巴基斯坦已根据防务协议向沙特阿拉伯部署了战斗机中队、8000名士兵和空中防御系统。,news:jin10,https://www.jin10.com/detail/20260518190544257800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,duplicate_non_primary,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,duplicate_non_primary,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
cand_00350,news:1033:89caa0e3ce61af54,2026-05-19 03:05:00 UTC+8,2026-05-18T19:05:00Z,2026-05-19 03:05:00 UTC+8,2026-05-19 03:05:00 UTC+8,2026-05-18T19:05:00Z,2026-05-19 03:05:00 UTC+8,Asia/Shanghai,source_rule:news:jin10,新里程：拟定增募资不超15亿元，用于盱眙肿瘤医院建设等项目,"新里程公告，公司本次向特定对象发行股票募集资金总额不超过150,000.00万元，募集资金扣除相关发行费用后将用于盱眙肿瘤医院建设项目、崇州二医院迁建项目（一期）、医疗设备购置项目、独一味生物制药康县基地扩产项目、补充流动资金。公司本次向特定对象发行股票完成后，特定对象认购的股票自本次向特定对象发行标的股份上市之日起六个月内不得转让，限售期结束后，发行对象减持本次认购的股票，按中国证监会及深交所有关规定执行。",news:jin10,https://www.jin10.com/detail/20260518190500459800.html,,,,,other_review,needs_taxonomy_review,unknown,discard,discard,43.5,20,70.0,80,0,2,43,"missing_entity,other_review,low_crypto_relevance",low_crypto_relevance,"missing_entity,other_review",T3,default_research_only,research_only,"no_entity_detected,other_review","missing_asset,unknown_event_type",,missing_asset_no_benchmark,,,,,
